date,county,state,fips,cases,deaths
2021-12-24,Douglas,Kansas,20045.0,14289,111.0
2021-12-25,Douglas,Kansas,20045.0,14289,111.0
2021-12-26,Douglas,Kansas,20045.0,14289,111.0
2021-12-27,Douglas,Kansas,20045.0,14289,111.0
2021-12-28,Douglas,Kansas,20045.0,14289,111.0
2021-12-29,Douglas,Kansas,20045.0,14853,111.0
2021-12-30,Douglas,Kansas,20045.0,14853,111.0
2021-12-31,Douglas,Kansas,20045.0,14853,111.0
2022-01-01,Douglas,Kansas,20045.0,14853,111.0
2022-01-02,Douglas,Kansas,20045.0,14853,111.0
2022-01-03,Douglas,Kansas,20045.0,15394,111.0
2022-01-04,Douglas,Kansas,20045.0,15394,111.0
2022-01-05,Douglas,Kansas,20045.0,16120,112.0
2022-01-06,Douglas,Kansas,20045.0,16120,112.0
2022-01-07,Douglas,Kansas,20045.0,16906,112.0
2022-01-08,Douglas,Kansas,20045.0,16906,112.0
2022-01-09,Douglas,Kansas,20045.0,16906,112.0
2022-01-10,Douglas,Kansas,20045.0,17690,113.0
2022-01-11,Douglas,Kansas,20045.0,17690,113.0
2022-01-12,Douglas,Kansas,20045.0,18582,116.0
2022-01-13,Douglas,Kansas,20045.0,18582,116.0
2022-01-14,Douglas,Kansas,20045.0,19418,116.0
2022-01-15,Douglas,Kansas,20045.0,19418,116.0
2022-01-16,Douglas,Kansas,20045.0,19418,116.0
2022-01-17,Douglas,Kansas,20045.0,19418,116.0
2022-01-18,Douglas,Kansas,20045.0,19418,116.0
2022-01-19,Douglas,Kansas,20045.0,20824,118.0
2022-01-20,Douglas,Kansas,20045.0,20824,118.0
2022-01-21,Douglas,Kansas,20045.0,21646,119.0
2022-01-22,Douglas,Kansas,20045.0,21646,119.0
2022-01-23,Douglas,Kansas,20045.0,21646,119.0
2022-01-24,Douglas,Kansas,20045.0,22048,120.0
2022-01-25,Douglas,Kansas,20045.0,22048,120.0
2022-01-26,Douglas,Kansas,20045.0,22638,122.0
2022-01-27,Douglas,Kansas,20045.0,22638,122.0
2022-01-28,Douglas,Kansas,20045.0,23109,125.0
2022-01-29,Douglas,Kansas,20045.0,23109,125.0
2022-01-30,Douglas,Kansas,20045.0,23109,125.0
2022-01-31,Douglas,Kansas,20045.0,23339,125.0
2022-02-01,Douglas,Kansas,20045.0,23339,125.0
2022-02-02,Douglas,Kansas,20045.0,23767,128.0
2022-02-03,Douglas,Kansas,20045.0,23767,128.0
2022-02-04,Douglas,Kansas,20045.0,23995,129.0
2022-02-05,Douglas,Kansas,20045.0,23995,129.0
2022-02-06,Douglas,Kansas,20045.0,23995,129.0
2022-02-07,Douglas,Kansas,20045.0,24211,129.0
2022-02-08,Douglas,Kansas,20045.0,24211,129.0
2022-02-09,Douglas,Kansas,20045.0,24459,129.0
2022-02-10,Douglas,Kansas,20045.0,24459,129.0
2022-02-11,Douglas,Kansas,20045.0,24630,129.0
2022-02-12,Douglas,Kansas,20045.0,24630,129.0
2022-02-13,Douglas,Kansas,20045.0,24630,129.0
